370.16346153846155,355.2019230769231,17,7,9,2,4,41,36,27,37
421.4140625,438.546875,14,56,76,20,5,63,31,81,39
309.375,458.6666666666667,6,5,8,3,2,14,11,15,16
337.2,358.6,2,0,0,0,1,1,2,5,7
398.8,340.4,0,0,0,0,1,1,2,5,5
457.8333333333333,343.0833333333333,0,0,0,0,1,2,2,5,5
400.58045977011494,429.39080459770116,20,92,118,26,6,93,62,122,50
359.8333333333333,437.0,0,0,0,0,1,3,2,5,5
356.3333333333333,298.1666666666667,9,6,16,10,2,16,16,16,19
429.25,392.55,2,2,4,2,1,5,5,7,7
309.84615384615387,423.09615384615387,19,62,86,24,5,63,53,87,44
344.25,409.5,3,3,6,3,1,9,5,8,8
434.5,339.875,1,0,0,0,1,1,1,5,6
339.375,382.375,19,45,55,10,4,45,37,65,39
417.7,322.9,0,0,0,0,1,2,3,5,5
323.6666666666667,298.75,0,0,0,0,1,1,4,5,5
383.1666666666667,300.5,0,0,0,0,1,1,3,5,5
332.9406779661017,356.40677966101697,16,47,70,23,4,54,48,67,36
421.07042253521126,438.14084507042253,15,68,90,22,5,65,46,93,40
408.0689655172414,407.3103448275862,20,42,67,25,4,58,40,62,40
339.4166666666667,342.5,1,1,2,1,1,3,3,6,6
360.0927835051546,465.27319587628864,20,78,99,21,6,71,49,108,50
339.9,457.4142857142857,7,16,19,3,3,31,14,31,22
431.7808219178082,341.986301369863,25,3,3,0,5,63,60,28,50
396.9107142857143,320.73809523809524,23,0,0,0,5,80,79,25,48
351.49418604651163,360.70348837209303,24,0,0,0,5,50,67,25,49
426.2857142857143,404.2142857142857,25,0,0,0,6,65,57,30,55
333.98,385.76,1,0,0,0,2,8,6,10,11
377.625,414.6875,1,0,0,0,1,9,10,5,6
336.85,456.25,0,0,0,0,1,4,3,5,5
322.03333333333336,456.6,0,0,0,0,1,11,13,5,5
324.25,455.2,0,0,0,0,1,6,4,5,5
315.04347826086956,449.6304347826087,0,0,1,1,2,10,5,10,10
423.5,414.5,0,0,0,0,1,1,1,5,5
368.0,448.8125,0,0,0,0,1,0,1,5,5
387.6304347826087,438.19565217391306,0,0,0,0,2,10,9,10,10
349.625,475.7916666666667,0,1,1,0,1,4,4,6,5
365.0,412.0,0,0,0,0,1,2,1,5,5
348.53125,504.5,1,0,0,0,1,1,1,5,6
393.19565217391306,449.6304347826087,0,1,1,0,2,15,10,11,10
291.765625,413.375,4,4,5,1,2,25,17,14,14
311.55128205128204,423.40384615384613,8,40,58,18,4,71,64,60,28
406.2083333333333,421.8020833333333,13,28,32,4,3,35,36,43,28
364.5785714285714,434.75714285714287,8,64,87,23,5,83,53,89,33
323.5769230769231,485.1923076923077,0,0,0,0,1,9,1,5,5
353.50471698113205,465.4858490566038,19,89,122,33,6,129,88,118,49
391.2368421052632,352.63157894736844,5,7,15,8,2,15,16,17,15
362.8235294117647,394.97058823529414,4,7,13,6,1,11,11,12,9
362.3125,385.8125,2,0,0,0,1,2,3,5,7
386.0707547169811,495.39622641509436,17,93,107,14,6,109,54,123,47
419.45,424.4,1,3,4,1,1,7,4,8,6
373.0,452.0444444444444,17,66,79,13,6,86,52,96,47
393.0833333333333,417.1666666666667,0,0,0,0,1,1,1,5,5
345.4756097560976,460.1951219512195,6,17,19,2,3,31,13,32,21
395.4166666666667,402.0,0,0,0,0,1,2,1,5,5
391.6063829787234,474.8723404255319,4,19,23,4,3,22,11,34,19
366.65384615384613,490.8076923076923,0,0,1,1,1,4,2,5,5
469.8070175438597,415.20175438596493,8,28,35,7,4,41,27,48,28
411.1136363636364,458.6969696969697,9,36,50,14,4,61,35,56,29
311.46153846153845,496.5,0,3,5,2,1,5,2,8,5
446.0,343.5,2,0,1,1,1,3,3,5,7
382.77777777777777,358.44444444444446,5,5,9,4,1,10,11,10,10
458.94776119402985,423.7014925373134,8,40,52,12,4,66,48,60,28
368.0,435.6,1,0,0,0,1,0,1,5,6
462.0625,375.53125,3,4,4,0,1,9,9,9,8
418.6041666666667,382.7291666666667,4,8,18,10,2,20,18,18,14
447.5869565217391,405.1521739130435,2,8,16,8,2,28,26,18,12
358.60833333333335,503.7916666666667,7,32,46,14,4,84,34,52,27
346.2391304347826,485.1195652173913,4,26,39,13,3,53,27,41,19
372.3888888888889,496.2142857142857,8,41,62,21,4,90,49,61,28
368.0,500,0,0,0,0,1,0,0,5,5
439.1666666666667,500,0,0,0,0,1,3,0,5,5
399.5,500,0,0,0,0,1,1,0,5,5
368.0,518,0,0,0,0,1,0,1,5,5
474.59090909090907,456.5,0,0,0,0,1,3,2,5,5
431.0,464.05,3,3,8,5,2,21,15,13,13
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
282.6875,518.6875,0,0,1,1,1,14,6,5,5
447.3333333333333,523.6666666666666,0,0,0,0,1,5,1,5,5
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
265.3333333333333,524,0,0,0,0,1,3,2,5,5
394.25,456.25,0,0,0,0,1,3,1,5,5
395.3636363636364,511.8636363636364,0,2,6,4,1,21,11,7,5
325.0,454.5,0,0,0,0,1,2,1,5,5
271.1666666666667,364.6666666666667,0,0,2,2,1,6,3,5,5
491.2,511.8,0,1,3,2,1,5,2,6,5
368.0,500,2,0,0,0,2,0,0,10,12
368.0,500,1,0,0,0,1,0,0,5,6
363.1,496.675,2,0,0,0,2,1,1,10,12
188.95,475.8833333333333,3,0,0,0,4,29,15,20,23
309.2931034482759,472.7816091954023,7,79,100,21,6,107,53,109,37
460.75,433.46875,3,5,18,13,1,20,20,10,8
358.2291666666667,505.0,4,12,28,16,2,33,12,22,14
329.24074074074076,486.3333333333333,4,12,29,17,2,31,24,22,14
447.3333333333333,357.0833333333333,1,0,4,4,1,5,8,5,6
353.4166666666667,321.5,1,2,6,4,1,4,7,6,6
302.8170731707317,481.3170731707317,5,17,39,22,3,60,29,32,20
417.875,482.75,0,0,2,2,1,3,3,5,5
225.84615384615384,474.1923076923077,1,1,8,7,1,18,15,6,6
483.0,482.04545454545456,1,3,5,2,1,14,13,8,6
421.9583333333333,484.7083333333333,0,3,7,4,1,16,9,8,5
414.9,497.2,0,2,7,5,1,13,8,7,5
382.525,505.925,2,4,10,6,2,30,7,14,12
368.0,500,0,0,0,0,1,0,0,5,5
346.22222222222223,502.77777777777777,0,1,4,3,1,6,5,6,5
404.1666666666667,500,0,0,1,1,1,2,0,5,5
356.3333333333333,512,0,0,0,0,1,1,1,5,5
431.4375,460.625,0,3,5,2,1,10,3,8,5
519.4,519.25,0,2,7,5,1,18,2,7,5
470.6666666666667,480.55555555555554,1,2,5,3,1,15,1,7,6
431.0,453.0,1,3,7,4,1,14,9,8,6
312.4,512.3571428571429,4,14,26,12,3,69,17,29,19
409.125,502.625,0,4,9,5,1,23,4,9,5
263.175,486.375,2,4,10,6,2,25,10,14,12
356.2647058823529,368.6470588235294,1,4,12,8,2,22,15,14,11
452.12068965517244,455.1034482758621,11,48,69,21,4,84,33,68,31
292.0,358.5,2,0,2,2,1,8,5,5,7
371.9375,402.9375,1,4,6,2,1,7,8,9,6
281.9,415.8666666666667,5,2,10,8,1,18,13,7,10
319.1333333333333,454.22,8,64,89,25,5,89,60,88,33
523.0333333333333,431.4,4,5,9,4,1,14,14,10,9
420.625,478.35526315789474,10,70,93,23,5,99,56,94,35
393.6271186440678,451.27966101694915,8,53,81,28,4,87,63,73,28
394.2391304347826,401.39130434782606,4,15,33,18,2,26,19,25,14
338.5681818181818,292.22727272727275,6,16,33,17,2,27,27,26,16
377.1,301.9,0,1,3,2,1,1,2,6,5
447.70454545454544,236.70454545454547,9,10,36,26,2,26,34,20,19
429.25,226.125,3,2,11,9,1,7,9,7,8
428.6666666666667,253.83333333333334,1,0,5,5,1,4,5,5,6
362.4,315.9,1,1,6,5,1,3,6,6,6
416.02777777777777,289.6111111111111,5,8,26,18,2,23,19,18,15
494.5,242.0,1,3,8,5,1,9,5,8,6
389.0,285.1,0,0,4,4,1,3,2,5,5
463.8666666666667,271.1,3,9,19,10,1,18,14,13,8
376.7857142857143,270.625,5,20,42,22,2,42,37,30,15
373.17391304347825,247.54347826086956,4,17,29,12,2,30,28,27,14
344.0833333333333,244.20833333333334,3,6,18,12,1,11,11,11,8
352.25,267.25,0,0,4,4,1,7,4,5,5
410.0,298.4,0,1,4,3,1,5,3,6,5
452.5833333333333,280.0833333333333,0,1,5,4,1,5,5,6,5
334.61538461538464,232.92307692307693,5,4,13,9,1,14,14,9,10
425.69767441860466,276.9767441860465,8,25,50,25,3,59,36,40,23
372.9,321.5,0,2,5,3,1,5,4,7,5
451.8333333333333,267.1666666666667,6,11,34,23,2,29,28,21,16
402.5,234.0,3,7,24,17,1,14,17,12,8
349.0416666666667,336.9791666666667,6,9,31,22,2,33,26,19,16
341.5,292.5,0,2,9,7,1,7,7,7,5
485.4642857142857,528.3571428571429,0,19,24,5,2,34,2,29,10
427.6458333333333,500,1,10,17,7,2,27,0,20,11
396.6666666666667,510.7261904761905,2,22,36,14,3,47,17,37,17
413.325,261.825,3,12,20,8,2,23,21,22,13
319.5833333333333,291.1666666666667,0,1,2,1,1,5,4,6,5
397.61538461538464,285.87179487179486,5,29,41,12,3,54,37,43,20
467.6041666666667,275.2708333333333,3,13,25,12,2,29,20,23,13
474.3125,439.625,0,1,1,0,1,12,4,6,5
373.05555555555554,286.8888888888889,2,0,0,0,1,13,10,5,7
442.2,338.3,0,0,0,0,1,4,5,5,5
401.5,288.5,0,0,1,1,1,10,5,5,5
234.22222222222223,388.19444444444446,2,1,1,0,2,13,11,11,12
370.8636363636364,366.3636363636364,1,2,2,0,1,18,13,7,6
426.23770491803276,362.6967213114754,13,40,51,11,4,87,51,60,33
356.3068181818182,426.28409090909093,5,21,30,9,3,54,45,36,20
483.27659574468083,383.6170212765957,7,31,42,11,3,54,44,44,22
450.5892857142857,388.32142857142856,3,14,21,7,2,34,29,23,13
413.90384615384613,353.2692307692308,7,13,20,7,2,36,27,22,17
514.2777777777778,419.468253968254,7,32,46,14,4,73,55,52,27
481.3787878787879,374.74242424242425,9,13,18,5,2,36,31,23,19
349.0,342.0,1,4,8,4,1,12,13,8,6
453.06,349.92,2,14,16,2,2,28,19,24,12
386.59375,421.953125,7,12,22,10,2,34,26,22,17
371.1818181818182,418.3636363636364,4,9,11,2,2,23,19,19,14
210.0,390.6639344262295,4,1,1,0,4,60,51,21,24
482.1,267.6,2,2,2,0,1,8,10,7,7
447.1,377.5,0,0,0,0,1,2,1,5,5
423.78125,385.765625,0,0,0,0,2,34,27,10,10
369.2121212121212,294.8787878787879,17,0,0,0,4,61,78,20,37
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
355.88461538461536,468.4230769230769,2,11,14,3,2,35,21,21,12
368.0,500,0,0,0,0,1,0,0,5,5
289.5,437.07142857142856,0,0,2,2,1,7,5,5,5
320.75,449.5416666666667,2,3,6,3,1,12,7,8,7
347.0,431.75,0,1,2,1,1,8,9,6,5
379.6666666666667,500,0,0,0,0,1,1,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
410.0,500,0,0,0,0,1,1,0,5,5
271.4,473.775,1,4,9,5,2,33,23,14,11
524.0,470.0,0,0,0,0,1,12,5,5,5
243.4,464.3,0,2,5,3,1,10,8,7,5
257.75,455.6666666666667,0,0,0,0,1,6,4,5,5
370.8636363636364,457.3636363636364,0,5,8,3,1,13,10,10,5
491.7894736842105,268.44736842105266,7,7,15,8,2,21,20,17,17
327.0357142857143,457.30357142857144,3,10,21,11,2,34,15,20,13
378.469512195122,486.9390243902439,10,58,69,11,5,111,35,83,35
398.48387096774195,438.85483870967744,6,21,28,7,2,38,13,31,16
425.5,374.5,1,4,4,0,1,16,12,9,6
415.6454545454545,441.58181818181816,7,32,37,5,4,62,30,52,27
247.65533980582524,432.00485436893206,11,60,71,11,6,115,91,89,41
430.8359375,476.125,10,42,49,7,4,67,44,62,30
352.3181818181818,482.37012987012986,10,59,68,9,5,83,37,84,35
348.75,500,0,0,0,0,1,1,0,5,5
282.3333333333333,458.1666666666667,8,39,49,10,4,61,38,59,28
426.375,442.9264705882353,11,44,57,13,4,82,64,64,31
441.1714285714286,328.5,0,16,20,4,2,43,39,26,15
316.45454545454544,326.59090909090907,0,3,7,4,1,10,12,8,7
379.3939393939394,406.3484848484849,0,17,23,6,2,41,32,27,15
387.5192307692308,269.13461538461536,0,11,17,6,2,35,38,21,13
468.4741379310345,468.9741379310345,0,31,38,7,4,84,43,51,29
361.875,500,0,0,0,0,1,1,0,5,5
408.72727272727275,355.8636363636364,0,3,4,1,1,7,4,8,5
541.8333333333334,474.46666666666664,0,4,6,2,1,11,5,9,7
383.02941176470586,380.79411764705884,0,3,5,2,2,20,12,13,14
417.75,338.25,0,5,7,2,1,15,13,10,8
313.3888888888889,372.44444444444446,0,3,3,0,1,7,5,8,5
407.8032786885246,418.4590163934426,0,38,47,9,4,75,49,58,25
448.0,387.8095238095238,0,8,10,2,2,20,15,18,14
399.22340425531917,461.5531914893617,0,30,37,7,3,50,24,45,25
382.77777777777777,483.27777777777777,0,0,0,0,1,1,1,5,6
317.1869158878505,443.9626168224299,0,64,75,11,6,121,53,94,38
485.97,464.89,0,24,29,5,3,57,28,39,20
392.3,349.1095238095238,0,54,60,6,6,87,72,84,58
415.18595041322317,478.90495867768595,0,121,140,19,7,123,59,156,39
406.5990099009901,500.9009900990099,0,105,113,8,6,91,36,134,34
412.15384615384613,359.46153846153845,0,4,5,1,1,5,6,9,6
372.89830508474574,406.0169491525424,0,65,71,6,4,76,47,85,28
434.59558823529414,410.0,0,76,82,6,4,72,45,96,29
364.5327868852459,449.45081967213116,0,50,64,14,4,70,44,70,26
384.625,254.2125,0,0,0,0,3,35,38,15,31
359.80263157894734,460.74122807017545,0,105,113,8,7,121,65,140,35
398.4684210526316,279.8315789473684,1,0,0,0,6,79,95,30,68
317.5842105263158,407.64736842105265,0,27,31,4,6,91,73,57,45
356.9166666666667,348.9166666666667,0,0,0,0,1,3,5,5,6
352.6587301587302,248.984126984127,0,4,5,1,4,52,63,24,53
408.3958333333333,238.08333333333334,0,0,0,0,2,18,25,10,27
361.25925925925924,162.83333333333334,0,0,0,0,2,23,27,10,32
368.265625,275.4375,0,0,0,0,2,24,28,10,25
386.7378048780488,268.1890243902439,0,15,16,1,5,73,90,40,61
329.45512820512823,333.97435897435895,0,39,41,2,5,79,62,64,45
340.00657894736844,460.38157894736844,0,68,73,5,5,78,59,93,25
376.88461538461536,367.2692307692308,0,0,0,0,1,10,9,5,8
353.0,425.0,0,1,1,0,1,5,5,6,5
389.875,346.65625,0,0,0,0,1,16,17,5,10
355.95348837209303,284.8720930232558,0,0,0,0,3,37,49,15,33
305.875,272.0625,0,0,0,0,1,7,7,5,7
335.45,301.27142857142854,0,0,0,0,5,70,87,25,48
368.0,500,0,0,0,0,1,0,0,5,5
340.8076923076923,276.8076923076923,0,0,0,0,1,10,11,5,10
356.1,320.1,0,0,0,0,1,9,12,5,7
408.0846153846154,288.38461538461536,0,0,0,0,4,72,75,20,40
327.9225352112676,352.2323943661972,0,0,0,0,5,79,82,25,47
319.0,363.5,0,0,0,0,1,4,4,5,7
525.5,272.8181818181818,0,0,0,0,1,10,12,5,10
327.4583333333333,335.7916666666667,0,0,0,0,1,11,15,5,9
340.53846153846155,273.61538461538464,0,0,0,0,1,13,16,5,10
369.4583333333333,495.7083333333333,0,1,1,0,1,6,4,6,5
