timestamp,pos_x,predicted_pos_x,pos_y,predicted_pos_y,coin_count,shots_count,destory_enemy_count,score,y_pred_cluster,y_pred_class,y_pred_offline
2023-06-25 20:07:39.729864,368.0,375.0,220.0,230.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:39.758377,368.0,368.0,216.5,227.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:39.785909,368.0,368.0,213.0,223.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:39.820476,368.0,368.0,209.5,220.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:39.850019,368.0,368.0,206.0,216.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:39.878594,368.0,368.0,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:39.909720,368.0,368.0,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:39.939908,368.0,368.0,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:39.972651,368.0,368.0,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.000339,368.0,368.0,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.028632,371.5,368.0,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.062761,375.0,375.0,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.090349,378.5,378.5,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.117011,382.0,382.0,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.151776,385.5,385.5,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.178322,389.0,389.0,206.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.204476,392.5,392.5,202.5,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.231647,396.0,396.0,199.0,209.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.261801,399.5,399.5,195.5,206.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.288735,403.0,403.0,192.0,202.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.320313,406.5,406.5,188.5,199.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.348872,410.0,410.0,185.0,195.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.376690,413.5,413.5,181.5,192.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.406920,417.0,417.0,178.0,188.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.433982,420.5,420.5,174.5,185.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.460065,424.0,424.0,171.0,181.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.490144,427.5,427.5,167.5,178.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.516189,431.0,431.0,164.0,174.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.543730,434.5,434.5,160.5,171.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.572290,438.0,438.0,157.0,167.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.599860,441.5,441.5,157.0,164.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.628354,445.0,445.0,157.0,164.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.654894,448.5,448.5,157.0,164.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.685628,452.0,452.0,157.0,164.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.711590,455.5,455.5,157.0,164.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.738742,459.0,459.0,160.5,164.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.765689,462.5,462.5,164.0,157.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.794575,466.0,466.0,167.5,160.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.821592,466.0,469.5,171.0,164.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.848517,466.0,469.5,174.5,167.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.879124,466.0,469.5,178.0,171.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.919880,466.0,469.5,181.5,174.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.948427,466.0,469.5,185.0,178.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:40.977858,466.0,469.5,188.5,181.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.008905,466.0,469.5,192.0,185.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.035035,466.0,469.5,195.5,188.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.061579,466.0,469.5,199.0,192.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.089659,466.0,469.5,202.5,195.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.118934,466.0,469.5,206.0,199.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.147342,466.0,469.5,209.5,202.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.173893,466.0,469.5,213.0,206.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.203570,466.0,469.5,216.5,209.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.231656,466.0,469.5,220.0,213.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.258963,466.0,469.5,223.5,216.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.287617,466.0,469.5,227.0,220.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.315170,466.0,469.5,230.5,223.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.343727,466.0,469.5,234.0,227.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.386831,466.0,469.5,237.5,230.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.414384,466.0,469.5,241.0,234.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.441915,466.0,469.5,244.5,237.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.469936,466.0,469.5,248.0,241.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.497151,466.0,469.5,251.5,244.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.526250,466.0,469.5,255.0,248.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.560810,466.0,469.5,258.5,251.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.597059,466.0,469.5,262.0,255.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.623614,466.0,469.5,265.5,258.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.650651,462.5,469.5,269.0,262.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.679771,459.0,466.0,272.5,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.711894,455.5,462.5,276.0,269.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.747970,452.0,459.0,279.5,272.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.775519,448.5,455.5,283.0,276.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.803247,445.0,452.0,286.5,279.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.830265,441.5,448.5,290.0,283.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.857807,438.0,445.0,293.5,286.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.888639,434.5,441.5,297.0,290.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.918524,431.0,438.0,300.5,293.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.946145,427.5,434.5,304.0,297.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:41.975707,424.0,431.0,307.5,300.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.003525,420.5,427.5,311.0,304.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.033762,417.0,424.0,314.5,307.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.060804,413.5,420.5,318.0,311.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.090367,410.0,417.0,321.5,314.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.117925,406.5,413.5,325.0,318.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.146110,403.0,410.0,328.5,321.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.177658,399.5,406.5,332.0,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.212856,396.0,403.0,335.5,328.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.241887,392.5,399.5,339.0,332.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.271610,389.0,396.0,342.5,335.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.300229,385.5,392.5,346.0,339.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.327691,382.0,389.0,349.5,342.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.358327,378.5,385.5,353.0,346.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.386650,375.0,382.0,356.5,349.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.414196,371.5,378.5,356.5,353.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.440219,368.0,375.0,356.5,353.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.467561,364.5,368.0,356.5,353.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.497016,361.0,368.7,356.5,353.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.528178,357.5,368.7,356.5,353.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.572602,354.0,366.6,356.5,353.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.625274,350.5,363.8,353.0,353.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.678969,347.0,360.3,349.5,349.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.722203,343.5,355.4,346.0,346.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.752796,340.0,350.5,342.5,342.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.780837,336.5,347.0,339.0,339.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.819038,336.5,343.5,335.5,335.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.852781,336.5,343.5,332.0,332.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.879798,336.5,343.5,328.5,328.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.907913,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.938565,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.966109,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:42.994686,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.021978,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.050163,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.078889,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.106663,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.137355,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.163973,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.191686,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.219931,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.247221,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.273531,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.300905,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.329154,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.356886,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.385165,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.412163,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.440241,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.466790,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.494914,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.521694,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.549608,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.578651,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.606870,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.634008,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.662593,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.690363,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.718101,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.745875,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.772610,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.799359,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.828966,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.864623,336.5,343.5,328.5,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.896878,336.5,343.5,325.0,325.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.924206,336.5,343.5,321.5,321.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.951903,336.5,343.5,318.0,318.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:43.978637,336.5,343.5,314.5,314.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.006976,336.5,343.5,311.0,311.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.032778,336.5,343.5,307.5,307.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.060811,336.5,343.5,304.0,304.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.089008,336.5,343.5,300.5,300.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.115712,340.0,343.5,297.0,297.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.143048,343.5,336.5,293.5,293.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.169187,347.0,340.0,290.0,290.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.196439,350.5,343.5,286.5,286.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.223074,354.0,347.0,283.0,283.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.251982,357.5,350.5,279.5,279.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.279101,361.0,354.0,276.0,276.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.306486,364.5,357.5,272.5,272.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.334179,368.0,368.7,269.0,269.0,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.360929,371.5,368.0,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.388615,375.0,375.0,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.416813,378.5,378.5,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.443549,382.0,382.0,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.470178,385.5,385.5,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.498464,389.0,389.0,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.525095,392.5,392.5,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.552833,396.0,396.0,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.579991,399.5,399.5,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.608197,403.0,403.0,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.634930,406.5,406.5,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.661682,410.0,410.0,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.689926,413.5,413.5,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.716695,417.0,417.0,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.743058,420.5,420.5,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.770271,424.0,424.0,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.797200,427.5,427.5,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.822940,431.0,431.0,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.851666,434.5,434.5,269.0,265.5,0,0,0,0,1,1.0,1
2023-06-25 20:07:44.878754,438.0,438.0,265.5,265.5,1,0,0,1,1,1.0,1
2023-06-25 20:07:44.905302,441.5,441.5,262.0,262.0,0,0,0,1,1,1.0,1
2023-06-25 20:07:44.933843,445.0,445.0,258.5,258.5,0,0,0,1,1,1.0,1
2023-06-25 20:07:44.964036,448.5,448.5,255.0,255.0,0,0,0,1,1,1.0,1
2023-06-25 20:07:44.990379,452.0,452.0,251.5,251.5,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.018175,455.5,455.5,248.0,248.0,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.044798,459.0,459.0,244.5,244.5,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.072603,462.5,462.5,241.0,241.0,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.100861,466.0,466.0,237.5,237.5,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.127017,469.5,469.5,234.0,234.0,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.153760,473.0,469.5,230.5,230.5,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.180987,476.5,469.5,227.0,227.0,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.208837,480.0,469.5,223.5,223.5,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.236544,483.5,471.6,220.0,220.0,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.261724,487.0,474.4,216.5,216.5,0,0,0,1,1,1.0,1
2023-06-25 20:07:45.290952,490.5,477.9,213.0,213.0,0,0,0,1,2,1.0,1
2023-06-25 20:07:45.319693,494.0,482.1,213.0,209.5,0,0,0,1,2,1.0,1
2023-06-25 20:07:45.346429,497.5,487.0,213.0,209.5,0,0,0,1,2,1.0,1
2023-06-25 20:07:45.374159,501.0,490.5,213.0,209.5,0,0,0,1,2,1.0,1
